n,size,misses
1151,811196,1179644
1152,368064,1181565
1153,813885,1183871
1154,815426,1185796
1155,369985,1187722
1156,818122,1190034
1157,819667,1191964
1158,371911,1193895
1159,822370,1196213
1160,823919,1198148
1161,373842,1200084
1162,826629,1202408
1163,828182,1204348
1164,375778,1206289
1165,830899,1208619
1166,832456,1210564
1167,377719,1212510
1168,835180,1214846
1169,836741,1216796
1170,379665,1218747
1171,839472,1221089
1172,841037,1223044
1173,381616,1225000
1174,843775,1227348
1175,845344,1229308
1176,383572,1231269
1177,848089,1233623
1178,849662,1235588
1179,385533,1237554
1180,852414,1239914
1181,853991,1241884
1182,387499,1243855
1183,856750,1246221
1184,858331,1248196
1185,389470,1250172
1186,861097,1252544
1187,862682,1254524
1188,391446,1256505
1189,865455,1258883
1190,867044,1260868
1191,393427,1262854
1192,869824,1265238
1193,871417,1267228
1194,395413,1269219
1195,874204,1271609
1196,875801,1273604
1197,397404,1275600
1198,878595,1277996
1199,880196,1279996
1200,399400,1281997
1201,882997,1284399
1202,884602,1286404
1203,401401,1288410
1204,887410,1290818
1205,889019,1292828
1206,403407,1294839
1207,891834,1297253
1208,893447,1299268
1209,405418,1301284
1210,896269,1303704
1211,897886,1305724
1212,407434,1307745
1213,900715,1310171
1214,902336,1312196
1215,409455,1314222
1216,905172,1316654
1217,906797,1318684
1218,411481,1320715
1219,909640,1323153
1220,911269,1325188
1221,413512,1327224
1222,914119,1329668
1223,915752,1331708
1224,415548,1333749
1225,918609,1336199
1226,920246,1338244
1227,417589,1340290
1228,923110,1342746
1229,924751,1344796
1230,419635,1346847
1231,927622,1349309
1232,929267,1351364
1233,421686,1353420
1234,932145,1355888
1235,933794,1357948
1236,423742,1360009
1237,936679,1362483
1238,938332,1364548
1239,425803,1366614
1240,941224,1369094
1241,942881,1371164
1242,427869,1373235
1243,945780,1375721
1244,947441,1377796
1245,429940,1379872
1246,950347,1382364
1247,952012,1384444
1248,432016,1386525
1249,954925,1389023
1250,956594,1391108
1251,434097,1393194
1252,959514,1395698
1253,961187,1397788
1254,436183,1399879
1255,964114,1402389
1256,965791,1404484
1257,438274,1406580
1258,968725,1409096
1259,970406,1411196
1260,440370,1413297
1261,973347,1415819
1262,975032,1417924
1263,442471,1420030
1264,977980,1422558
1265,979669,1424668
1266,444577,1426779
1267,982624,1429313
1268,984317,1431428
1269,446688,1433544
1270,987279,1436084
1271,988976,1438204
1272,448804,1440325
1273,991945,1442871
1274,993646,1444996
1275,450925,1447122
1276,996622,1449674
1277,998327,1451804
1278,453051,1453935
1279,1001310,1456493
1280,1003019,1458628
1281,455182,1460764
1282,1006009,1463328
1283,1007722,1465468
1284,457318,1467609
1285,1010719,1470179
1286,1012436,1472324
1287,459459,1474470
1288,1015440,1477046
1289,1017161,1479196
1290,461605,1481347
1291,1020172,1483929
1292,1021897,1486084
1293,463756,1488240
1294,1024915,1490828
1295,1026644,1492988
1296,465912,1495149
1297,1029669,1497743
1298,1031402,1499908
1299,468073,1502074
1300,1034434,1504674
1301,1036171,1506844
1302,470239,1509015
1303,1039210,1511621
1304,1040951,1513796
1305,472410,1515972
1306,1043997,1518584
1307,1045742,1520764
1308,474586,1522945
1309,1048795,1525563
1310,1050544,1527748
1311,476767,1529934
1312,1053604,1532558
1313,1055357,1534748
1314,478953,1536939
1315,1058424,1539569
1316,1060181,1541764
1317,481144,1543960
1318,1063255,1546596
1319,1065016,1548796
1320,483340,1550997
1321,1068097,1553639
1322,1069862,1555844
1323,485541,1558050
1324,1072950,1560698
1325,1074719,1562908
1326,487747,1565119
1327,1077814,1567773
1328,1079587,1569988
1329,489958,1572204
1330,1082689,1574864
1331,1084466,1577084
1332,492174,1579305
1333,1087575,1581971
1334,1089356,1584196
1335,494395,1586422
1336,1092472,1589094
1337,1094257,1591324
1338,496621,1593555
1339,1097380,1596233
1340,1099169,1598468
1341,498852,1600704
1342,1102299,1603388
1343,1104092,1605628
1344,501088,1607869
1345,1107229,1610559
1346,1109026,1612804
1347,503329,1615050
1348,1112170,1617746
1349,1113971,1619996
1350,505575,1622247
1351,1117122,1624949
1352,1118927,1627204
1353,507826,1629460
1354,1122085,1632168
1355,1123894,1634428
1356,510082,1636689
1357,1127059,1639403
1358,1128872,1641668
1359,512343,1643934
1360,1132044,1646654
1361,1133861,1648924
1362,514609,1651195
1363,1137040,1653921
1364,1138861,1656196
1365,516880,1658472
1366,1142047,1661204
1367,1143872,1663484
1368,519156,1665765
1369,1147065,1668503
1370,1148894,1670788
1371,521437,1673074
1372,1152094,1675818
1373,1153927,1678108
1374,523723,1680399
1375,1157134,1683149
1376,1158971,1685444
1377,526014,1687740
1378,1162185,1690496
1379,1164026,1692796
1380,528310,1695097
1381,1167247,1697859
1382,1169092,1700164
1383,530611,1702470
1384,1172320,1705238
1385,1174169,1707548
1386,532917,1709859
1387,1177404,1712633
1388,1179257,1714948
1389,535228,1717264
1390,1182499,1720044
1391,1184356,1722364
1392,537544,1724685
1393,1187605,1727471
1394,1189466,1729796
1395,539865,1732122
1396,1192722,1734914
1397,1194587,1737244
1398,542191,1739575
1399,1197850,1742373
1400,1199719,1744708
1401,544522,1747044
1402,1202989,1749848
1403,1204862,1752188
1404,546858,1754529
1405,1208139,1757339
1406,1210016,1759684
1407,549199,1762030
1408,1213300,1764846
1409,1215181,1767196
1410,551545,1769547
1411,1218472,1772369
1412,1220357,1774724
1413,553896,1777080
1414,1223655,1779908
1415,1225544,1782268
1416,556252,1784629
1417,1228849,1787463
1418,1230742,1789828
1419,558613,1792194
1420,1234054,1795034
1421,1235951,1797404
1422,560979,1799775
1423,1239270,1802621
1424,1241171,1804996
1425,563350,1807372
1426,1244497,1810224
1427,1246402,1812604
1428,565726,1814985
1429,1249735,1817843
1430,1251644,1820228
1431,568107,1822614
1432,1254984,1825478
1433,1256897,1827868
1434,570493,1830259
1435,1260244,1833129
1436,1262161,1835524
1437,572884,1837920
1438,1265515,1840796
1439,1267436,1843196
1440,575280,1845597
1441,1270797,1848479
1442,1272722,1850884
1443,577681,1853290
1444,1276090,1856178
1445,1278019,1858588
1446,580087,1860999
1447,1281394,1863893
1448,1283327,1866308
1449,582498,1868724
1450,1286709,1871624
1451,1288646,1874044
1452,584914,1876465
1453,1292035,1879371
1454,1293976,1881796
1455,587335,1884222
1456,1297372,1887134
1457,1299317,1889564
1458,589761,1891995
1459,1302720,1894913
1460,1304669,1897348
1461,592192,1899784
1462,1308079,1902708
1463,1310032,1905148
1464,594628,1907589
1465,1313449,1910519
1466,1315406,1912964
1467,597069,1915410
1468,1318830,1918346
1469,1320791,1920796
1470,599515,1923247
1471,1324222,1926189
1472,1326187,1928644
1473,601966,1931100
1474,1329625,1934048
1475,1331594,1936508
1476,604422,1938969
1477,1335039,1941923
1478,1337012,1944388
1479,606883,1946854
1480,1340464,1949814
1481,1342441,1952284
1482,609349,1954755
1483,1345900,1957721
1484,1347881,1960196
1485,611820,1962672
1486,1351347,1965644
1487,1353332,1968124
1488,614296,1970605
1489,1356805,1973583
1490,1358794,1976068
1491,616777,1978554
1492,1362274,1981538
1493,1364267,1984028
1494,619263,1986519
1495,1367754,1989509
1496,1369751,1992004
1497,621754,1994500
1498,1373245,1997496
1499,1375246,1999996
1500,624250,2002497
1501,1378747,2005499
1502,1380752,2008004
1503,626751,2010510
1504,1384260,2013518
1505,1386269,2016028
1506,629257,2018539
1507,1389784,2021553
1508,1391797,2024068
1509,631768,2026584
1510,1395319,2029604
1511,1397336,2032124
1512,634284,2034645
1513,1400865,2037671
1514,1402886,2040196
1515,636805,2042722
1516,1406422,2045754
1517,1408447,2048284
1518,639331,2050815
1519,1411990,2053853
1520,1414019,2056388
1521,641862,2058924
1522,1417569,2061968
1523,1419602,2064508
1524,644398,2067049
1525,1423159,2070099
1526,1425196,2072644
1527,646939,2075190
1528,1428760,2078246
1529,1430801,2080796
1530,649485,2083347
1531,1434372,2086409
1532,1436417,2088964
1533,652036,2091520
1534,1439995,2094588
1535,1442044,2097148
1536,654592,2099709
1537,1445629,2102783
1538,1447682,2105348
1539,657153,2107914
1540,1451274,2110994
1541,1453331,2113564
1542,659719,2116135
1543,1456930,2119221
1544,1458991,2121796
1545,662290,2124372
1546,1462597,2127464
1547,1464662,2130044
1548,664866,2132625
1549,1468275,2135723
1550,1470344,2138308
1551,667447,2140894
1552,1473964,2143998
1553,1476037,2146588
1554,670033,2149179
1555,1479664,2152289
1556,1481741,2154884
1557,672624,2157480
1558,1485375,2160596
1559,1487456,2163196
1560,675220,2165797
1561,1491097,2168919
1562,1493182,2171524
1563,677821,2174130
1564,1496830,2177258
1565,1498919,2179868
1566,680427,2182479
1567,1502574,2185613
1568,1504667,2188228
1569,683038,2190844
1570,1508329,2193984
1571,1510426,2196604
1572,685654,2199225
1573,1514095,2202371
1574,1516196,2204996
1575,688275,2207622
1576,1519872,2210774
1577,1521977,2213404
1578,690901,2216035
1579,1525660,2219193
1580,1527769,2221828
1581,693532,2224464
1582,1531459,2227628
1583,1533572,2230268
1584,696168,2232909
1585,1537269,2236079
1586,1539386,2238724
1587,698809,2241370
1588,1543090,2244546
1589,1545211,2247196
